date,store_nbr,family,unit_sales,n_items_on_promo,city,state,type,cluster,oil_price,is_holiday
2014-11-21,8,POULTRY,869.629,39,Quito,Pichincha,D,8,76.52,False
2014-11-22,8,POULTRY,841.256,0,Quito,Pichincha,D,8,76.52,False
2014-11-23,8,POULTRY,926.523,0,Quito,Pichincha,D,8,76.52,False
2014-11-24,8,POULTRY,634.52,0,Quito,Pichincha,D,8,75.74,False
2014-11-25,8,POULTRY,599.039,0,Quito,Pichincha,D,8,74.04,False
2014-11-26,8,POULTRY,580.069,0,Quito,Pichincha,D,8,73.7,False
2014-11-27,8,POULTRY,476.222,0,Quito,Pichincha,D,8,73.7,False
2014-11-28,8,POULTRY,956.839,40,Quito,Pichincha,D,8,65.94,True
2014-11-29,8,POULTRY,749.958,0,Quito,Pichincha,D,8,65.94,False
2014-11-30,8,POULTRY,911.187,0,Quito,Pichincha,D,8,65.94,False
2014-12-01,8,POULTRY,738.398,0,Quito,Pichincha,D,8,68.98,True
2014-12-02,8,POULTRY,609.623,0,Quito,Pichincha,D,8,66.99,False
2014-12-03,8,POULTRY,678.677,0,Quito,Pichincha,D,8,67.3,False
2014-12-04,8,POULTRY,474.948,0,Quito,Pichincha,D,8,66.73,False
2014-12-05,8,POULTRY,819.167,38,Quito,Pichincha,D,8,65.89,True
2014-12-06,8,POULTRY,754.756,0,Quito,Pichincha,D,8,65.89,True
2014-12-07,8,POULTRY,1005.704,0,Quito,Pichincha,D,8,65.89,False
2014-12-08,8,POULTRY,730.805,0,Quito,Pichincha,D,8,63.13,True
2014-12-09,8,POULTRY,556.549,0,Quito,Pichincha,D,8,63.74,False
2014-12-10,8,POULTRY,677.183,2,Quito,Pichincha,D,8,60.99,False
2014-12-11,8,POULTRY,493.686,2,Quito,Pichincha,D,8,60.01,False
2014-12-12,8,POULTRY,801.0210000000001,40,Quito,Pichincha,D,8,57.81,False
2014-12-13,8,POULTRY,737.789,1,Quito,Pichincha,D,8,57.81,False
2014-12-14,8,POULTRY,906.034,2,Quito,Pichincha,D,8,57.81,False
2014-12-15,8,POULTRY,592.067,2,Quito,Pichincha,D,8,55.96,False
2014-12-16,8,POULTRY,652.672,2,Quito,Pichincha,D,8,55.97,False
2014-12-17,8,POULTRY,734.798,0,Quito,Pichincha,D,8,56.43,False
2014-12-18,8,POULTRY,624.139,0,Quito,Pichincha,D,8,54.18,False
2014-12-19,8,POULTRY,875.1419999999999,38,Quito,Pichincha,D,8,56.91,False
2014-12-20,8,POULTRY,792.152,3,Quito,Pichincha,D,8,56.91,False
2014-12-21,8,POULTRY,840.235,0,Quito,Pichincha,D,8,56.91,True
2014-12-22,8,POULTRY,767.453,3,Quito,Pichincha,D,8,55.25,True
2014-12-23,8,POULTRY,872.2389999999999,1,Quito,Pichincha,D,8,56.78,True
2014-12-24,8,POULTRY,596.249,0,Quito,Pichincha,D,8,55.7,True
2014-12-26,8,POULTRY,710.316,36,Quito,Pichincha,D,8,54.59,True
2014-12-27,8,POULTRY,612.188,0,Quito,Pichincha,D,8,54.59,False
2014-12-28,8,POULTRY,572.405,0,Quito,Pichincha,D,8,54.59,False
2014-12-29,8,POULTRY,599.692,3,Quito,Pichincha,D,8,53.46,False
2014-12-30,8,POULTRY,730.3109999999999,0,Quito,Pichincha,D,8,54.14,False
2014-12-31,8,POULTRY,478.856,1,Quito,Pichincha,D,8,53.45,True
2015-01-02,8,POULTRY,693.485,38,Quito,Pichincha,D,8,52.72,True
2015-01-03,8,POULTRY,662.64,1,Quito,Pichincha,D,8,52.72,False
2015-01-04,8,POULTRY,775.429,2,Quito,Pichincha,D,8,52.72,False
2015-01-05,8,POULTRY,813.415,0,Quito,Pichincha,D,8,50.05,False
2015-01-06,8,POULTRY,605.976,2,Quito,Pichincha,D,8,47.98,False
2015-01-07,8,POULTRY,743.702,1,Quito,Pichincha,D,8,48.69,False
2015-01-08,8,POULTRY,579.902,0,Quito,Pichincha,D,8,48.8,False
2015-01-09,8,POULTRY,906.151,37,Quito,Pichincha,D,8,48.35,False
2015-01-10,8,POULTRY,846.299,1,Quito,Pichincha,D,8,48.35,False
2015-01-11,8,POULTRY,940.653,0,Quito,Pichincha,D,8,48.35,False
2015-01-12,8,POULTRY,672.126,2,Quito,Pichincha,D,8,46.06,False
2015-01-13,8,POULTRY,580.709,3,Quito,Pichincha,D,8,45.92,False
2015-01-14,8,POULTRY,615.235,2,Quito,Pichincha,D,8,48.49,False
2015-01-15,8,POULTRY,527.108,0,Quito,Pichincha,D,8,46.37,False
2015-01-16,8,POULTRY,817.53,38,Quito,Pichincha,D,8,48.49,False
2015-01-17,8,POULTRY,925.4250000000001,0,Quito,Pichincha,D,8,48.49,False
2015-01-18,8,POULTRY,955.537,1,Quito,Pichincha,D,8,48.49,False
2015-01-19,8,POULTRY,604.655,0,Quito,Pichincha,D,8,48.49,False
2015-01-20,8,POULTRY,540.425,0,Quito,Pichincha,D,8,46.79,False
2015-01-21,8,POULTRY,712.355,0,Quito,Pichincha,D,8,47.85,False
2015-01-22,8,POULTRY,514.7719999999999,0,Quito,Pichincha,D,8,45.93,False
2015-01-23,8,POULTRY,933.518,38,Quito,Pichincha,D,8,45.26,False
2015-01-24,8,POULTRY,749.586,0,Quito,Pichincha,D,8,45.26,False
2015-01-25,8,POULTRY,939.271,1,Quito,Pichincha,D,8,45.26,False
2015-01-26,8,POULTRY,639.331,1,Quito,Pichincha,D,8,44.8,False
2015-01-27,8,POULTRY,522.982,1,Quito,Pichincha,D,8,45.84,False
2015-01-28,8,POULTRY,549.3100000000001,0,Quito,Pichincha,D,8,44.08,False
2015-01-29,8,POULTRY,495.592,0,Quito,Pichincha,D,8,44.12,False
2015-01-30,8,POULTRY,804.29,38,Quito,Pichincha,D,8,47.79,False
2015-01-31,8,POULTRY,876.244,0,Quito,Pichincha,D,8,47.79,False
2015-02-01,8,POULTRY,1071.318,0,Quito,Pichincha,D,8,47.79,False
2015-02-02,8,POULTRY,737.44,0,Quito,Pichincha,D,8,49.25,False
2015-02-03,8,POULTRY,510.742,0,Quito,Pichincha,D,8,53.04,False
2015-02-04,8,POULTRY,649.848,0,Quito,Pichincha,D,8,48.45,False
2015-02-05,8,POULTRY,479.451,2,Quito,Pichincha,D,8,50.48,False
2015-02-06,8,POULTRY,841.583,38,Quito,Pichincha,D,8,51.66,False
2015-02-07,8,POULTRY,785.335,2,Quito,Pichincha,D,8,51.66,False
2015-02-08,8,POULTRY,843.88,0,Quito,Pichincha,D,8,51.66,False
2015-02-09,8,POULTRY,651.78,0,Quito,Pichincha,D,8,52.99,False
2015-02-10,8,POULTRY,539.202,0,Quito,Pichincha,D,8,50.06,False
2015-02-11,8,POULTRY,561.206,2,Quito,Pichincha,D,8,48.8,False
2015-02-12,8,POULTRY,412.753,0,Quito,Pichincha,D,8,51.17,False
2015-02-13,8,POULTRY,757.875,37,Quito,Pichincha,D,8,52.66,False
2015-02-14,8,POULTRY,628.182,1,Quito,Pichincha,D,8,52.66,False
2015-02-15,8,POULTRY,461.649,0,Quito,Pichincha,D,8,52.66,False
2015-02-16,8,POULTRY,534.2139999999999,1,Quito,Pichincha,D,8,52.66,True
2015-02-17,8,POULTRY,600.889,0,Quito,Pichincha,D,8,53.56,True
2015-02-18,8,POULTRY,609.114,0,Quito,Pichincha,D,8,52.13,False
2015-02-19,8,POULTRY,528.425,0,Quito,Pichincha,D,8,51.12,False
2015-02-20,8,POULTRY,942.777,39,Quito,Pichincha,D,8,49.95,False
2015-02-21,8,POULTRY,722.076,2,Quito,Pichincha,D,8,49.95,False
2015-02-22,8,POULTRY,839.089,0,Quito,Pichincha,D,8,49.95,False
2015-02-23,8,POULTRY,565.712,0,Quito,Pichincha,D,8,49.56,False
2015-02-24,8,POULTRY,563.6030000000001,2,Quito,Pichincha,D,8,48.48,False
2015-02-25,8,POULTRY,585.572,0,Quito,Pichincha,D,8,50.25,False
2015-02-26,8,POULTRY,499.592,0,Quito,Pichincha,D,8,47.65,False
2015-02-27,8,POULTRY,824.23,39,Quito,Pichincha,D,8,49.84,False
2015-02-28,8,POULTRY,876.036,0,Quito,Pichincha,D,8,49.84,False
2015-03-01,8,POULTRY,1008.08,0,Quito,Pichincha,D,8,49.84,False
2015-03-02,8,POULTRY,654.3489999999999,1,Quito,Pichincha,D,8,49.59,True
2015-03-03,8,POULTRY,604.834,0,Quito,Pichincha,D,8,50.43,False
2015-03-04,8,POULTRY,664.957,0,Quito,Pichincha,D,8,51.53,False
2015-03-05,8,POULTRY,506.558,0,Quito,Pichincha,D,8,50.76,False
2015-03-06,8,POULTRY,893.342,40,Quito,Pichincha,D,8,49.61,False
2015-03-07,8,POULTRY,794.824,0,Quito,Pichincha,D,8,49.61,False
2015-03-08,8,POULTRY,788.048,0,Quito,Pichincha,D,8,49.61,False
2015-03-09,8,POULTRY,581.565,0,Quito,Pichincha,D,8,49.95,False
2015-03-10,8,POULTRY,580.943,0,Quito,Pichincha,D,8,48.42,False
2015-03-11,8,POULTRY,608.355,0,Quito,Pichincha,D,8,48.06,False
2015-03-12,8,POULTRY,427.136,0,Quito,Pichincha,D,8,47.12,False
2015-03-13,8,POULTRY,850.283,38,Quito,Pichincha,D,8,44.88,False
2015-03-14,8,POULTRY,826.813,0,Quito,Pichincha,D,8,44.88,False
2015-03-15,8,POULTRY,813.593,0,Quito,Pichincha,D,8,44.88,False
2015-03-16,8,POULTRY,497.71999999999997,0,Quito,Pichincha,D,8,43.93,False
2015-03-17,8,POULTRY,542.988,0,Quito,Pichincha,D,8,43.39,False
2015-03-18,8,POULTRY,658.32,0,Quito,Pichincha,D,8,44.63,False
2015-03-19,8,POULTRY,476.395,0,Quito,Pichincha,D,8,44.02,False
2015-03-20,8,POULTRY,970.565,40,Quito,Pichincha,D,8,46.0,False
2015-03-21,8,POULTRY,808.921,1,Quito,Pichincha,D,8,46.0,False
2015-03-22,8,POULTRY,853.443,0,Quito,Pichincha,D,8,46.0,False
2015-03-23,8,POULTRY,648.005,0,Quito,Pichincha,D,8,47.4,False
2015-03-24,8,POULTRY,551.473,0,Quito,Pichincha,D,8,47.03,False
2015-03-25,8,POULTRY,518.437,0,Quito,Pichincha,D,8,48.75,False
2015-03-26,8,POULTRY,409.485,0,Quito,Pichincha,D,8,51.41,False
2015-03-27,8,POULTRY,786.004,39,Quito,Pichincha,D,8,48.83,False
2015-03-28,8,POULTRY,812.92,1,Quito,Pichincha,D,8,48.83,False
2015-03-29,8,POULTRY,701.412,0,Quito,Pichincha,D,8,48.83,False
2015-03-30,8,POULTRY,497.02,1,Quito,Pichincha,D,8,48.66,False
2015-03-31,8,POULTRY,486.806,0,Quito,Pichincha,D,8,47.72,False
2015-04-01,8,POULTRY,573.316,0,Quito,Pichincha,D,8,50.12,True
2015-04-02,8,POULTRY,427.0,0,Quito,Pichincha,D,8,49.13,False
2015-04-03,8,POULTRY,663.5,36,Quito,Pichincha,D,8,49.13,True
2015-04-04,8,POULTRY,582.444,2,Quito,Pichincha,D,8,49.13,False
2015-04-05,8,POULTRY,734.507,0,Quito,Pichincha,D,8,49.13,False
2015-04-06,8,POULTRY,729.384,0,Quito,Pichincha,D,8,52.08,False
2015-04-07,8,POULTRY,524.16,0,Quito,Pichincha,D,8,53.95,False
2015-04-08,8,POULTRY,643.405,0,Quito,Pichincha,D,8,50.44,False
2015-04-09,8,POULTRY,486.575,0,Quito,Pichincha,D,8,50.79,False
2015-04-10,8,POULTRY,862.2,38,Quito,Pichincha,D,8,51.63,False
2015-04-11,8,POULTRY,810.716,0,Quito,Pichincha,D,8,51.63,False
2015-04-12,8,POULTRY,829.411,0,Quito,Pichincha,D,8,51.63,True
2015-04-13,8,POULTRY,565.701,0,Quito,Pichincha,D,8,51.95,False
2015-04-14,8,POULTRY,456.693,0,Quito,Pichincha,D,8,53.3,True
2015-04-15,8,POULTRY,643.87,0,Quito,Pichincha,D,8,56.25,False
2015-04-16,8,POULTRY,456.191,0,Quito,Pichincha,D,8,56.69,False
2015-04-17,8,POULTRY,860.708,40,Quito,Pichincha,D,8,55.71,False
2015-04-18,8,POULTRY,834.459,0,Quito,Pichincha,D,8,55.71,False
2015-04-19,8,POULTRY,872.86,0,Quito,Pichincha,D,8,55.71,False
2015-04-20,8,POULTRY,602.404,0,Quito,Pichincha,D,8,56.37,False
2015-04-21,8,POULTRY,529.755,0,Quito,Pichincha,D,8,55.58,True
2015-04-22,8,POULTRY,602.827,0,Quito,Pichincha,D,8,56.17,False
2015-04-23,8,POULTRY,413.455,0,Quito,Pichincha,D,8,56.59,False
2015-04-24,8,POULTRY,795.696,38,Quito,Pichincha,D,8,55.98,False
2015-04-25,8,POULTRY,845.914,0,Quito,Pichincha,D,8,55.98,False
2015-04-26,8,POULTRY,806.615,2,Quito,Pichincha,D,8,55.98,False
2015-04-27,8,POULTRY,535.3770000000001,0,Quito,Pichincha,D,8,55.56,False
2015-04-28,8,POULTRY,469.978,0,Quito,Pichincha,D,8,57.05,False
2015-04-29,8,POULTRY,508.193,0,Quito,Pichincha,D,8,58.55,False
2015-04-30,8,POULTRY,499.514,0,Quito,Pichincha,D,8,59.62,False
2015-05-01,8,POULTRY,771.59,38,Quito,Pichincha,D,8,59.1,True
2015-05-02,8,POULTRY,772.236,0,Quito,Pichincha,D,8,59.1,False
2015-05-03,8,POULTRY,793.1030000000001,0,Quito,Pichincha,D,8,59.1,False
2015-05-04,8,POULTRY,668.377,0,Quito,Pichincha,D,8,58.92,False
2015-05-05,8,POULTRY,621.633,0,Quito,Pichincha,D,8,60.38,False
2015-05-06,8,POULTRY,590.772,0,Quito,Pichincha,D,8,60.93,False
2015-05-07,8,POULTRY,507.272,0,Quito,Pichincha,D,8,58.99,False
2015-05-08,8,POULTRY,1018.662,39,Quito,Pichincha,D,8,59.41,False
2015-05-09,8,POULTRY,937.704,0,Quito,Pichincha,D,8,59.41,True
2015-05-10,8,POULTRY,564.78,0,Quito,Pichincha,D,8,59.41,True
2015-05-11,8,POULTRY,661.352,0,Quito,Pichincha,D,8,59.23,False
2015-05-12,8,POULTRY,502.007,0,Quito,Pichincha,D,8,60.72,True
2015-05-13,8,POULTRY,519.88,1,Quito,Pichincha,D,8,60.5,False
2015-05-14,8,POULTRY,460.59499999999997,0,Quito,Pichincha,D,8,59.89,False
2015-05-15,8,POULTRY,893.492,38,Quito,Pichincha,D,8,59.73,False
2015-05-16,8,POULTRY,933.135,0,Quito,Pichincha,D,8,59.73,False
2015-05-17,8,POULTRY,962.67,0,Quito,Pichincha,D,8,59.73,False
2015-05-18,8,POULTRY,605.0550000000001,0,Quito,Pichincha,D,8,59.44,False
2015-05-19,8,POULTRY,508.521,0,Quito,Pichincha,D,8,57.3,False
2015-05-20,8,POULTRY,664.605,0,Quito,Pichincha,D,8,58.96,False
2015-05-21,8,POULTRY,452.112,0,Quito,Pichincha,D,8,60.18,False
2015-05-22,8,POULTRY,879.983,38,Quito,Pichincha,D,8,58.88,False
2015-05-23,8,POULTRY,748.813,0,Quito,Pichincha,D,8,58.88,False
2015-05-24,8,POULTRY,717.277,0,Quito,Pichincha,D,8,58.88,True
2015-05-25,8,POULTRY,581.926,1,Quito,Pichincha,D,8,58.88,False
2015-05-26,8,POULTRY,497.099,0,Quito,Pichincha,D,8,57.29,False
2015-05-27,8,POULTRY,565.668,0,Quito,Pichincha,D,8,57.51,False
2015-05-28,8,POULTRY,432.01,0,Quito,Pichincha,D,8,57.69,False
2015-05-29,8,POULTRY,909.585,38,Quito,Pichincha,D,8,60.25,False
2015-05-30,8,POULTRY,828.145,0,Quito,Pichincha,D,8,60.25,False
2015-05-31,8,POULTRY,926.663,0,Quito,Pichincha,D,8,60.25,False
2015-06-01,8,POULTRY,728.568,0,Quito,Pichincha,D,8,60.24,False
2015-06-02,8,POULTRY,534.076,0,Quito,Pichincha,D,8,61.3,False
2015-06-03,8,POULTRY,641.235,0,Quito,Pichincha,D,8,59.67,False
2015-06-04,8,POULTRY,458.18399999999997,0,Quito,Pichincha,D,8,58.0,False
2015-06-05,8,POULTRY,1015.502,39,Quito,Pichincha,D,8,59.11,False
2015-06-06,8,POULTRY,808.869,0,Quito,Pichincha,D,8,59.11,False
2015-06-07,8,POULTRY,743.13,0,Quito,Pichincha,D,8,59.11,False
2015-06-08,8,POULTRY,679.885,0,Quito,Pichincha,D,8,58.15,False
2015-06-09,8,POULTRY,499.43,1,Quito,Pichincha,D,8,60.15,False
2015-06-10,8,POULTRY,490.287,1,Quito,Pichincha,D,8,61.36,False
2015-06-11,8,POULTRY,405.053,0,Quito,Pichincha,D,8,60.74,False
2015-06-12,8,POULTRY,780.835,39,Quito,Pichincha,D,8,59.96,False
2015-06-13,8,POULTRY,739.312,0,Quito,Pichincha,D,8,59.96,False
2015-06-14,8,POULTRY,774.056,1,Quito,Pichincha,D,8,59.96,False
2015-06-15,8,POULTRY,604.128,1,Quito,Pichincha,D,8,59.53,False
2015-06-16,8,POULTRY,578.804,1,Quito,Pichincha,D,8,60.01,False
2015-06-17,8,POULTRY,553.676,1,Quito,Pichincha,D,8,59.89,False
2015-06-18,8,POULTRY,520.695,0,Quito,Pichincha,D,8,60.41,False
2015-06-19,8,POULTRY,903.489,38,Quito,Pichincha,D,8,59.62,False
2015-06-20,8,POULTRY,837.442,2,Quito,Pichincha,D,8,59.62,False
2015-06-21,8,POULTRY,587.127,0,Quito,Pichincha,D,8,59.62,False
2015-06-22,8,POULTRY,727.361,1,Quito,Pichincha,D,8,60.01,False
2015-06-23,8,POULTRY,521.819,1,Quito,Pichincha,D,8,61.05,True
2015-06-24,8,POULTRY,550.67,1,Quito,Pichincha,D,8,60.01,False
2015-06-25,8,POULTRY,423.464,0,Quito,Pichincha,D,8,59.59,True
2015-06-26,8,POULTRY,860.715,38,Quito,Pichincha,D,8,59.41,False
2015-06-27,8,POULTRY,729.158,0,Quito,Pichincha,D,8,59.41,False
2015-06-28,8,POULTRY,868.365,0,Quito,Pichincha,D,8,59.41,False
2015-06-29,8,POULTRY,547.56,0,Quito,Pichincha,D,8,58.34,False
2015-06-30,8,POULTRY,506.362,0,Quito,Pichincha,D,8,59.48,False
2015-07-01,8,POULTRY,728.533,0,Quito,Pichincha,D,8,56.94,False
2015-07-02,8,POULTRY,610.393,0,Quito,Pichincha,D,8,56.93,False
2015-07-03,8,POULTRY,1113.885,39,Quito,Pichincha,D,8,56.93,True
2015-07-04,8,POULTRY,968.84,0,Quito,Pichincha,D,8,56.93,False
2015-07-05,8,POULTRY,823.429,0,Quito,Pichincha,D,8,56.93,False
2015-07-06,8,POULTRY,433.852,1,Quito,Pichincha,D,8,52.48,False
2015-07-07,8,POULTRY,240.934,0,Quito,Pichincha,D,8,52.33,False
2015-07-08,8,POULTRY,647.993,0,Quito,Pichincha,D,8,51.61,False
2015-07-09,8,POULTRY,624.644,1,Quito,Pichincha,D,8,52.76,False
2015-07-10,8,POULTRY,832.6,38,Quito,Pichincha,D,8,52.74,False
2015-07-11,8,POULTRY,742.111,0,Quito,Pichincha,D,8,52.74,False
2015-07-12,8,POULTRY,723.047,0,Quito,Pichincha,D,8,52.74,False
2015-07-13,8,POULTRY,511.084,0,Quito,Pichincha,D,8,52.19,False
2015-07-14,8,POULTRY,467.624,0,Quito,Pichincha,D,8,53.05,False
2015-07-15,8,POULTRY,671.48,0,Quito,Pichincha,D,8,51.4,False
2015-07-16,8,POULTRY,536.548,0,Quito,Pichincha,D,8,50.9,False
2015-07-17,8,POULTRY,878.037,39,Quito,Pichincha,D,8,50.88,False
2015-07-18,8,POULTRY,708.8439999999999,1,Quito,Pichincha,D,8,50.88,False
2015-07-19,8,POULTRY,756.239,0,Quito,Pichincha,D,8,50.88,False
2015-07-20,8,POULTRY,637.177,0,Quito,Pichincha,D,8,50.11,False
2015-07-21,8,POULTRY,531.079,0,Quito,Pichincha,D,8,50.59,False
2015-07-22,8,POULTRY,506.137,0,Quito,Pichincha,D,8,49.27,False
2015-07-23,8,POULTRY,483.471,0,Quito,Pichincha,D,8,48.11,True
2015-07-24,8,POULTRY,779.332,40,Quito,Pichincha,D,8,47.98,True
2015-07-25,8,POULTRY,713.843,0,Quito,Pichincha,D,8,47.98,True
2015-07-26,8,POULTRY,612.162,0,Quito,Pichincha,D,8,47.98,False
2015-07-27,8,POULTRY,521.425,0,Quito,Pichincha,D,8,47.17,False
2015-07-28,8,POULTRY,474.44,0,Quito,Pichincha,D,8,47.97,False
2015-07-29,8,POULTRY,601.446,1,Quito,Pichincha,D,8,48.77,False
2015-07-30,8,POULTRY,442.287,0,Quito,Pichincha,D,8,48.53,False
2015-07-31,8,POULTRY,828.81,38,Quito,Pichincha,D,8,47.11,False
2015-08-01,8,POULTRY,803.152,0,Quito,Pichincha,D,8,47.11,False
2015-08-02,8,POULTRY,740.394,0,Quito,Pichincha,D,8,47.11,False
2015-08-03,8,POULTRY,679.576,0,Quito,Pichincha,D,8,45.25,False
2015-08-04,8,POULTRY,489.886,1,Quito,Pichincha,D,8,45.75,False
2015-08-05,8,POULTRY,500.898,1,Quito,Pichincha,D,8,45.13,True
2015-08-06,8,POULTRY,472.736,1,Quito,Pichincha,D,8,44.69,False
2015-08-07,8,POULTRY,793.336,39,Quito,Pichincha,D,8,43.87,False
2015-08-08,8,POULTRY,578.061,0,Quito,Pichincha,D,8,43.87,False
2015-08-09,8,POULTRY,514.773,1,Quito,Pichincha,D,8,43.87,False
2015-08-10,8,POULTRY,596.337,0,Quito,Pichincha,D,8,44.94,True
2015-08-11,8,POULTRY,603.694,0,Quito,Pichincha,D,8,43.11,False
2015-08-12,8,POULTRY,570.322,0,Quito,Pichincha,D,8,43.22,False
2015-08-13,8,POULTRY,422.924,0,Quito,Pichincha,D,8,42.27,False
2015-08-14,8,POULTRY,909.922,38,Quito,Pichincha,D,8,42.45,False
2015-08-15,8,POULTRY,834.947,0,Quito,Pichincha,D,8,42.45,True
2015-08-16,8,POULTRY,754.924,0,Quito,Pichincha,D,8,42.45,False
2015-08-17,8,POULTRY,540.172,1,Quito,Pichincha,D,8,41.93,False
2015-08-18,8,POULTRY,444.001,1,Quito,Pichincha,D,8,42.58,False
2015-08-19,8,POULTRY,541.605,1,Quito,Pichincha,D,8,40.75,False
2015-08-20,8,POULTRY,482.999,2,Quito,Pichincha,D,8,41.0,False
2015-08-21,8,POULTRY,802.0360000000001,39,Quito,Pichincha,D,8,40.45,False
2015-08-22,8,POULTRY,620.72,1,Quito,Pichincha,D,8,40.45,False
2015-08-23,8,POULTRY,644.784,1,Quito,Pichincha,D,8,40.45,False
2015-08-24,8,POULTRY,543.299,1,Quito,Pichincha,D,8,38.22,True
2015-08-25,8,POULTRY,533.701,0,Quito,Pichincha,D,8,39.15,False
2015-08-26,8,POULTRY,471.229,1,Quito,Pichincha,D,8,38.5,False
2015-08-27,8,POULTRY,477.721,1,Quito,Pichincha,D,8,42.47,False
2015-08-28,8,POULTRY,741.408,35,Quito,Pichincha,D,8,45.29,False
2015-08-29,8,POULTRY,751.211,1,Quito,Pichincha,D,8,45.29,False
2015-08-30,8,POULTRY,786.929,1,Quito,Pichincha,D,8,45.29,False
2015-08-31,8,POULTRY,644.338,0,Quito,Pichincha,D,8,49.2,False
2015-09-01,8,POULTRY,669.736,0,Quito,Pichincha,D,8,45.38,False
2015-09-02,8,POULTRY,670.879,0,Quito,Pichincha,D,8,46.3,False
2015-09-03,8,POULTRY,489.743,0,Quito,Pichincha,D,8,46.75,False
2015-09-04,8,POULTRY,1016.534,40,Quito,Pichincha,D,8,46.02,False
2015-09-05,8,POULTRY,814.187,0,Quito,Pichincha,D,8,46.02,False
2015-09-06,8,POULTRY,869.587,0,Quito,Pichincha,D,8,46.02,False
2015-09-07,8,POULTRY,630.306,0,Quito,Pichincha,D,8,46.02,False
2015-09-08,8,POULTRY,519.045,0,Quito,Pichincha,D,8,45.92,False
2015-09-09,8,POULTRY,618.705,0,Quito,Pichincha,D,8,44.13,False
2015-09-10,8,POULTRY,527.345,0,Quito,Pichincha,D,8,45.85,False
2015-09-11,8,POULTRY,817.796,38,Quito,Pichincha,D,8,44.75,False
2015-09-12,8,POULTRY,835.232,0,Quito,Pichincha,D,8,44.75,False
2015-09-13,8,POULTRY,677.507,0,Quito,Pichincha,D,8,44.75,False
2015-09-14,8,POULTRY,566.2570000000001,0,Quito,Pichincha,D,8,44.07,False
2015-09-15,8,POULTRY,454.331,0,Quito,Pichincha,D,8,44.58,False
2015-09-16,8,POULTRY,662.37,0,Quito,Pichincha,D,8,47.12,False
2015-09-17,8,POULTRY,440.281,0,Quito,Pichincha,D,8,46.93,False
2015-09-18,8,POULTRY,811.123,40,Quito,Pichincha,D,8,44.71,False
2015-09-19,8,POULTRY,797.501,0,Quito,Pichincha,D,8,44.71,False
2015-09-20,8,POULTRY,793.525,0,Quito,Pichincha,D,8,44.71,False
2015-09-21,8,POULTRY,564.561,0,Quito,Pichincha,D,8,46.67,False
2015-09-22,8,POULTRY,551.243,1,Quito,Pichincha,D,8,46.17,False
2015-09-23,8,POULTRY,478.63,0,Quito,Pichincha,D,8,44.53,False
2015-09-24,8,POULTRY,455.037,0,Quito,Pichincha,D,8,44.94,False
2015-09-25,8,POULTRY,781.919,39,Quito,Pichincha,D,8,45.55,False
2015-09-26,8,POULTRY,739.657,0,Quito,Pichincha,D,8,45.55,False
2015-09-27,8,POULTRY,821.73,0,Quito,Pichincha,D,8,45.55,False
2015-09-28,8,POULTRY,534.165,0,Quito,Pichincha,D,8,44.4,True
2015-09-29,8,POULTRY,512.818,0,Quito,Pichincha,D,8,45.24,False
2015-09-30,8,POULTRY,560.22,0,Quito,Pichincha,D,8,45.06,False
2015-10-01,8,POULTRY,517.375,0,Quito,Pichincha,D,8,44.75,False
2015-10-02,8,POULTRY,1105.892,39,Quito,Pichincha,D,8,45.54,False
2015-10-03,8,POULTRY,1049.905,0,Quito,Pichincha,D,8,45.54,False
2015-10-04,8,POULTRY,981.966,0,Quito,Pichincha,D,8,45.54,False
2015-10-05,8,POULTRY,717.032,0,Quito,Pichincha,D,8,46.28,False
2015-10-06,8,POULTRY,552.489,0,Quito,Pichincha,D,8,48.53,False
2015-10-07,8,POULTRY,490.783,0,Quito,Pichincha,D,8,47.86,True
2015-10-08,8,POULTRY,468.523,0,Quito,Pichincha,D,8,49.46,False
2015-10-09,8,POULTRY,878.308,37,Quito,Pichincha,D,8,49.67,True
2015-10-10,8,POULTRY,783.955,0,Quito,Pichincha,D,8,49.67,False
2015-10-11,8,POULTRY,668.357,0,Quito,Pichincha,D,8,49.67,False
2015-10-12,8,POULTRY,567.2570000000001,0,Quito,Pichincha,D,8,47.09,False
2015-10-13,8,POULTRY,417.176,0,Quito,Pichincha,D,8,46.7,False
2015-10-14,8,POULTRY,624.449,0,Quito,Pichincha,D,8,46.63,False
2015-10-15,8,POULTRY,458.945,0,Quito,Pichincha,D,8,46.38,False
2015-10-16,8,POULTRY,943.308,38,Quito,Pichincha,D,8,47.3,False
2015-10-17,8,POULTRY,872.4929999999999,0,Quito,Pichincha,D,8,47.3,False
2015-10-18,8,POULTRY,916.984,0,Quito,Pichincha,D,8,47.3,False
2015-10-19,8,POULTRY,685.992,0,Quito,Pichincha,D,8,45.91,False
2015-10-20,8,POULTRY,580.953,0,Quito,Pichincha,D,8,45.84,False
2015-10-21,8,POULTRY,547.125,0,Quito,Pichincha,D,8,45.22,False
2015-10-22,8,POULTRY,453.206,0,Quito,Pichincha,D,8,44.9,False
2015-10-23,8,POULTRY,812.2719999999999,39,Quito,Pichincha,D,8,43.91,False
2015-10-24,8,POULTRY,754.921,0,Quito,Pichincha,D,8,43.91,False
2015-10-25,8,POULTRY,766.907,0,Quito,Pichincha,D,8,43.91,False
